date,time,ip.dst,ip.src,tcp.dstport,tcp.srcport,tcp.window_size_value,tcp.flags
Mar  8, 2024 07:49:15.445719000 EST,192.168.4.140,192.168.4.137,12000,58343,1024,0x0002
Mar  8, 2024 07:49:15.445802000 EST,192.168.4.140,192.168.4.137,9040,58343,1024,0x0002
Mar  8, 2024 07:49:15.445954000 EST,192.168.4.140,192.168.4.137,81,58343,1024,0x0002
Mar  8, 2024 07:49:15.446023000 EST,192.168.4.140,192.168.4.137,1248,58343,1024,0x0002
Mar  8, 2024 07:49:15.446123000 EST,192.168.4.140,192.168.4.137,50002,58343,1024,0x0002
Mar  8, 2024 07:49:15.446193000 EST,192.168.4.140,192.168.4.137,1761,58343,1024,0x0002
Mar  8, 2024 07:49:15.446296000 EST,192.168.4.140,192.168.4.137,6779,58343,1024,0x0002
Mar  8, 2024 07:49:15.446367000 EST,192.168.4.140,192.168.4.137,3945,58343,1024,0x0002
Mar  8, 2024 07:49:15.446505000 EST,192.168.4.140,192.168.4.137,8300,58343,1024,0x0002
Mar  8, 2024 07:49:15.446574000 EST,192.168.4.140,192.168.4.137,1900,58343,1024,0x0002
Mar  8, 2024 07:49:15.446671000 EST,192.168.4.140,192.168.4.137,8200,58343,1024,0x0002
Mar  8, 2024 07:49:15.446741000 EST,192.168.4.140,192.168.4.137,34573,58343,1024,0x0002
Mar  8, 2024 07:49:15.446838000 EST,192.168.4.140,192.168.4.137,8383,58343,1024,0x0002
Mar  8, 2024 07:49:15.446907000 EST,192.168.4.140,192.168.4.137,1718,58343,1024,0x0002
Mar  8, 2024 07:49:15.447005000 EST,192.168.4.140,192.168.4.137,5221,58343,1024,0x0002
Mar  8, 2024 07:49:15.447075000 EST,192.168.4.140,192.168.4.137,722,58343,1024,0x0002
Mar  8, 2024 07:49:15.447208000 EST,192.168.4.140,192.168.4.137,3814,58343,1024,0x0002
Mar  8, 2024 07:49:15.447275000 EST,192.168.4.140,192.168.4.137,7625,58343,1024,0x0002
Mar  8, 2024 07:49:15.447358000 EST,192.168.4.140,192.168.4.137,9594,58343,1024,0x0002
Mar  8, 2024 07:49:15.447426000 EST,192.168.4.140,192.168.4.137,2492,58343,1024,0x0002
Mar  8, 2024 07:49:15.447525000 EST,192.168.4.140,192.168.4.137,5959,58343,1024,0x0002
Mar  8, 2024 07:49:15.447595000 EST,192.168.4.140,192.168.4.137,406,58343,1024,0x0002
Mar  8, 2024 07:49:15.447738000 EST,192.168.4.140,192.168.4.137,9618,58343,1024,0x0002
Mar  8, 2024 07:49:15.447806000 EST,192.168.4.140,192.168.4.137,64680,58343,1024,0x0002
Mar  8, 2024 07:49:15.447904000 EST,192.168.4.140,192.168.4.137,49154,58343,1024,0x0002
Mar  8, 2024 07:49:15.447974000 EST,192.168.4.140,192.168.4.137,3784,58343,1024,0x0002
Mar  8, 2024 07:49:15.448071000 EST,192.168.4.140,192.168.4.137,79,58343,1024,0x0002
Mar  8, 2024 07:49:15.448140000 EST,192.168.4.140,192.168.4.137,26214,58343,1024,0x0002
Mar  8, 2024 07:49:15.448239000 EST,192.168.4.140,192.168.4.137,687,58343,1024,0x0002
Mar  8, 2024 07:49:15.448308000 EST,192.168.4.140,192.168.4.137,7002,58343,1024,0x0002
Mar  8, 2024 07:49:15.448443000 EST,192.168.4.140,192.168.4.137,9900,58343,1024,0x0002
Mar  8, 2024 07:49:15.448511000 EST,192.168.4.140,192.168.4.137,5987,58343,1024,0x0002
Mar  8, 2024 07:49:15.448609000 EST,192.168.4.140,192.168.4.137,100,58343,1024,0x0002
Mar  8, 2024 07:49:15.448705000 EST,192.168.4.140,192.168.4.137,7025,58343,1024,0x0002
Mar  8, 2024 07:49:15.448804000 EST,192.168.4.140,192.168.4.137,5200,58343,1024,0x0002
Mar  8, 2024 07:49:15.448874000 EST,192.168.4.140,192.168.4.137,60443,58343,1024,0x0002
Mar  8, 2024 07:49:15.448972000 EST,192.168.4.140,192.168.4.137,9917,58343,1024,0x0002
Mar  8, 2024 07:49:15.449048000 EST,192.168.4.140,192.168.4.137,1244,58343,1024,0x0002
Mar  8, 2024 07:49:15.449157000 EST,192.168.4.140,192.168.4.137,5811,58343,1024,0x0002
Mar  8, 2024 07:49:15.449232000 EST,192.168.4.140,192.168.4.137,800,58343,1024,0x0002
Mar  8, 2024 07:49:15.449338000 EST,192.168.4.140,192.168.4.137,163,58343,1024,0x0002
Mar  8, 2024 07:49:15.449413000 EST,192.168.4.140,192.168.4.137,13783,58343,1024,0x0002
Mar  8, 2024 07:49:15.449522000 EST,192.168.4.140,192.168.4.137,8001,58343,1024,0x0002
Mar  8, 2024 07:49:15.449597000 EST,192.168.4.140,192.168.4.137,10180,58343,1024,0x0002
Mar  8, 2024 07:49:15.449796000 EST,192.168.4.140,192.168.4.137,1131,58343,1024,0x0002
Mar  8, 2024 07:49:15.449869000 EST,192.168.4.140,192.168.4.137,8194,58343,1024,0x0002
Mar  8, 2024 07:49:15.449973000 EST,192.168.4.140,192.168.4.137,2383,58343,1024,0x0002
Mar  8, 2024 07:49:15.450048000 EST,192.168.4.140,192.168.4.137,14442,58343,1024,0x0002
Mar  8, 2024 07:49:15.450153000 EST,192.168.4.140,192.168.4.137,3260,58343,1024,0x0002
Mar  8, 2024 07:49:15.450228000 EST,192.168.4.140,192.168.4.137,6007,58343,1024,0x0002
Mar  8, 2024 07:49:15.452300000 EST,192.168.4.137,192.168.4.140,58343,12000,0,0x0014
Mar  8, 2024 07:49:15.452300000 EST,192.168.4.137,192.168.4.140,58343,9040,0,0x0014
Mar  8, 2024 07:49:15.452300000 EST,192.168.4.137,192.168.4.140,58343,81,0,0x0014
Mar  8, 2024 07:49:15.452301000 EST,192.168.4.137,192.168.4.140,58343,1248,0,0x0014
Mar  8, 2024 07:49:15.452301000 EST,192.168.4.137,192.168.4.140,58343,50002,0,0x0014
Mar  8, 2024 07:49:15.452301000 EST,192.168.4.137,192.168.4.140,58343,1761,0,0x0014
Mar  8, 2024 07:49:15.452301000 EST,192.168.4.137,192.168.4.140,58343,6779,0,0x0014
Mar  8, 2024 07:49:15.452301000 EST,192.168.4.137,192.168.4.140,58343,3945,0,0x0014
Mar  8, 2024 07:49:15.452450000 EST,192.168.4.137,192.168.4.140,58343,8300,0,0x0014
Mar  8, 2024 07:49:15.452450000 EST,192.168.4.137,192.168.4.140,58343,1900,0,0x0014
Mar  8, 2024 07:49:15.452450000 EST,192.168.4.137,192.168.4.140,58343,8200,0,0x0014
Mar  8, 2024 07:49:15.452451000 EST,192.168.4.137,192.168.4.140,58343,34573,0,0x0014
Mar  8, 2024 07:49:15.452451000 EST,192.168.4.137,192.168.4.140,58343,8383,0,0x0014
Mar  8, 2024 07:49:15.453870000 EST,192.168.4.137,192.168.4.140,58343,1718,0,0x0014
Mar  8, 2024 07:49:15.453871000 EST,192.168.4.137,192.168.4.140,58343,5221,0,0x0014
Mar  8, 2024 07:49:15.453871000 EST,192.168.4.137,192.168.4.140,58343,722,0,0x0014
Mar  8, 2024 07:49:15.453871000 EST,192.168.4.137,192.168.4.140,58343,3814,0,0x0014
Mar  8, 2024 07:49:15.453871000 EST,192.168.4.137,192.168.4.140,58343,7625,0,0x0014
Mar  8, 2024 07:49:15.453871000 EST,192.168.4.137,192.168.4.140,58343,9594,0,0x0014
Mar  8, 2024 07:49:15.453871000 EST,192.168.4.137,192.168.4.140,58343,2492,0,0x0014
Mar  8, 2024 07:49:15.453871000 EST,192.168.4.137,192.168.4.140,58343,5959,0,0x0014
Mar  8, 2024 07:49:15.454015000 EST,192.168.4.137,192.168.4.140,58343,406,0,0x0014
Mar  8, 2024 07:49:15.454016000 EST,192.168.4.137,192.168.4.140,58343,9618,0,0x0014
Mar  8, 2024 07:49:15.454016000 EST,192.168.4.137,192.168.4.140,58343,64680,0,0x0014
Mar  8, 2024 07:49:15.454016000 EST,192.168.4.137,192.168.4.140,58343,49154,0,0x0014
Mar  8, 2024 07:49:15.454016000 EST,192.168.4.137,192.168.4.140,58343,3784,0,0x0014
Mar  8, 2024 07:49:15.454016000 EST,192.168.4.137,192.168.4.140,58343,79,0,0x0014
Mar  8, 2024 07:49:15.455306000 EST,192.168.4.137,192.168.4.140,58343,26214,0,0x0014
Mar  8, 2024 07:49:15.455306000 EST,192.168.4.137,192.168.4.140,58343,687,0,0x0014
Mar  8, 2024 07:49:15.455306000 EST,192.168.4.137,192.168.4.140,58343,7002,0,0x0014
Mar  8, 2024 07:49:15.455306000 EST,192.168.4.137,192.168.4.140,58343,9900,0,0x0014
Mar  8, 2024 07:49:15.455306000 EST,192.168.4.137,192.168.4.140,58343,5987,0,0x0014
Mar  8, 2024 07:49:15.455306000 EST,192.168.4.137,192.168.4.140,58343,100,0,0x0014
Mar  8, 2024 07:49:15.455306000 EST,192.168.4.137,192.168.4.140,58343,7025,0,0x0014
Mar  8, 2024 07:49:15.455307000 EST,192.168.4.137,192.168.4.140,58343,5200,0,0x0014
Mar  8, 2024 07:49:15.455451000 EST,192.168.4.137,192.168.4.140,58343,60443,0,0x0014
Mar  8, 2024 07:49:15.455451000 EST,192.168.4.137,192.168.4.140,58343,9917,0,0x0014
Mar  8, 2024 07:49:15.455451000 EST,192.168.4.137,192.168.4.140,58343,1244,0,0x0014
Mar  8, 2024 07:49:15.455452000 EST,192.168.4.137,192.168.4.140,58343,5811,0,0x0014
Mar  8, 2024 07:49:15.455452000 EST,192.168.4.137,192.168.4.140,58343,800,0,0x0014
Mar  8, 2024 07:49:15.456998000 EST,192.168.4.137,192.168.4.140,58343,163,0,0x0014
Mar  8, 2024 07:49:15.456999000 EST,192.168.4.137,192.168.4.140,58343,13783,0,0x0014
Mar  8, 2024 07:49:15.456999000 EST,192.168.4.137,192.168.4.140,58343,8001,0,0x0014
Mar  8, 2024 07:49:15.456999000 EST,192.168.4.137,192.168.4.140,58343,10180,0,0x0014
Mar  8, 2024 07:49:15.456999000 EST,192.168.4.137,192.168.4.140,58343,1131,0,0x0014
Mar  8, 2024 07:49:15.456999000 EST,192.168.4.137,192.168.4.140,58343,8194,0,0x0014
Mar  8, 2024 07:49:15.456999000 EST,192.168.4.137,192.168.4.140,58343,2383,0,0x0014
Mar  8, 2024 07:49:15.456999000 EST,192.168.4.137,192.168.4.140,58343,14442,0,0x0014
Mar  8, 2024 07:49:15.457151000 EST,192.168.4.137,192.168.4.140,58343,3260,0,0x0014
Mar  8, 2024 07:49:15.457151000 EST,192.168.4.137,192.168.4.140,58343,6007,0,0x0014
Mar  8, 2024 07:49:15.457283000 EST,192.168.4.140,192.168.4.137,34571,58343,1024,0x0002
Mar  8, 2024 07:49:15.457369000 EST,192.168.4.140,192.168.4.137,19842,58343,1024,0x0002
Mar  8, 2024 07:49:15.457526000 EST,192.168.4.140,192.168.4.137,65129,58343,1024,0x0002
Mar  8, 2024 07:49:15.457601000 EST,192.168.4.140,192.168.4.137,541,58343,1024,0x0002
Mar  8, 2024 07:49:15.457743000 EST,192.168.4.140,192.168.4.137,8193,58343,1024,0x0002
Mar  8, 2024 07:49:15.457823000 EST,192.168.4.140,192.168.4.137,9877,58343,1024,0x0002
Mar  8, 2024 07:49:15.457928000 EST,192.168.4.140,192.168.4.137,4444,58343,1024,0x0002
Mar  8, 2024 07:49:15.458004000 EST,192.168.4.140,192.168.4.137,5051,58343,1024,0x0002
Mar  8, 2024 07:49:15.458108000 EST,192.168.4.140,192.168.4.137,1104,58343,1024,0x0002
Mar  8, 2024 07:49:15.458183000 EST,192.168.4.140,192.168.4.137,1066,58343,1024,0x0002
Mar  8, 2024 07:49:15.458287000 EST,192.168.4.140,192.168.4.137,25735,58343,1024,0x0002
Mar  8, 2024 07:49:15.458362000 EST,192.168.4.140,192.168.4.137,2068,58343,1024,0x0002
Mar  8, 2024 07:49:15.458466000 EST,192.168.4.140,192.168.4.137,1947,58343,1024,0x0002
Mar  8, 2024 07:49:15.458540000 EST,192.168.4.140,192.168.4.137,888,58343,1024,0x0002
Mar  8, 2024 07:49:15.458686000 EST,192.168.4.140,192.168.4.137,1600,58343,1024,0x0002
Mar  8, 2024 07:49:15.458762000 EST,192.168.4.140,192.168.4.137,48080,58343,1024,0x0002
Mar  8, 2024 07:49:15.458866000 EST,192.168.4.140,192.168.4.137,1163,58343,1024,0x0002
Mar  8, 2024 07:49:15.458940000 EST,192.168.4.140,192.168.4.137,7,58343,1024,0x0002
Mar  8, 2024 07:49:15.459044000 EST,192.168.4.140,192.168.4.137,52848,58343,1024,0x0002
Mar  8, 2024 07:49:15.459119000 EST,192.168.4.140,192.168.4.137,13782,58343,1024,0x0002
Mar  8, 2024 07:49:15.459223000 EST,192.168.4.140,192.168.4.137,340,58343,1024,0x0002
Mar  8, 2024 07:49:15.459298000 EST,192.168.4.140,192.168.4.137,31038,58343,1024,0x0002
Mar  8, 2024 07:49:15.459449000 EST,192.168.4.140,192.168.4.137,1334,58343,1024,0x0002
Mar  8, 2024 07:49:15.459523000 EST,192.168.4.140,192.168.4.137,1328,58343,1024,0x0002
Mar  8, 2024 07:49:15.459628000 EST,192.168.4.140,192.168.4.137,5822,58343,1024,0x0002
Mar  8, 2024 07:49:15.459703000 EST,192.168.4.140,192.168.4.137,259,58343,1024,0x0002
Mar  8, 2024 07:49:15.459806000 EST,192.168.4.140,192.168.4.137,366,58343,1024,0x0002
Mar  8, 2024 07:49:15.459881000 EST,192.168.4.140,192.168.4.137,1461,58343,1024,0x0002
Mar  8, 2024 07:49:15.459974000 EST,192.168.4.140,192.168.4.137,3878,58343,1024,0x0002
Mar  8, 2024 07:49:15.460050000 EST,192.168.4.140,192.168.4.137,425,58343,1024,0x0002
Mar  8, 2024 07:49:15.460196000 EST,192.168.4.140,192.168.4.137,10000,58343,1024,0x0002
Mar  8, 2024 07:49:15.460273000 EST,192.168.4.140,192.168.4.137,1863,58343,1024,0x0002
Mar  8, 2024 07:49:15.460379000 EST,192.168.4.140,192.168.4.137,8654,58343,1024,0x0002
Mar  8, 2024 07:49:15.460477000 EST,192.168.4.140,192.168.4.137,2525,58343,1024,0x0002
Mar  8, 2024 07:49:15.460585000 EST,192.168.4.140,192.168.4.137,1666,58343,1024,0x0002
Mar  8, 2024 07:49:15.460660000 EST,192.168.4.140,192.168.4.137,3168,58343,1024,0x0002
Mar  8, 2024 07:49:15.460764000 EST,192.168.4.140,192.168.4.137,2393,58343,1024,0x0002
Mar  8, 2024 07:49:15.460839000 EST,192.168.4.140,192.168.4.137,5004,58343,1024,0x0002
Mar  8, 2024 07:49:15.460983000 EST,192.168.4.140,192.168.4.137,27352,58343,1024,0x0002
Mar  8, 2024 07:49:15.461056000 EST,192.168.4.140,192.168.4.137,1141,58343,1024,0x0002
Mar  8, 2024 07:49:15.461160000 EST,192.168.4.140,192.168.4.137,1122,58343,1024,0x0002
Mar  8, 2024 07:49:15.461235000 EST,192.168.4.140,192.168.4.137,992,58343,1024,0x0002
Mar  8, 2024 07:49:15.461339000 EST,192.168.4.140,192.168.4.137,8600,58343,1024,0x0002
Mar  8, 2024 07:49:15.461414000 EST,192.168.4.140,192.168.4.137,1021,58343,1024,0x0002
Mar  8, 2024 07:49:15.461561000 EST,192.168.4.140,192.168.4.137,2049,58343,1024,0x0002
Mar  8, 2024 07:49:15.461661000 EST,192.168.4.140,192.168.4.137,64623,58343,1024,0x0002
Mar  8, 2024 07:49:15.461743000 EST,192.168.4.140,192.168.4.137,1032,58343,1024,0x0002
Mar  8, 2024 07:49:15.461782000 EST,192.168.4.140,192.168.4.137,783,58343,1024,0x0002
Mar  8, 2024 07:49:15.461837000 EST,192.168.4.140,192.168.4.137,1124,58343,1024,0x0002
Mar  8, 2024 07:49:15.461927000 EST,192.168.4.140,192.168.4.137,4343,58343,1024,0x0002
Mar  8, 2024 07:49:15.463974000 EST,192.168.4.137,192.168.4.140,58343,34571,0,0x0014
Mar  8, 2024 07:49:15.463975000 EST,192.168.4.137,192.168.4.140,58343,19842,0,0x0014
Mar  8, 2024 07:49:15.463975000 EST,192.168.4.137,192.168.4.140,58343,65129,0,0x0014
Mar  8, 2024 07:49:15.463975000 EST,192.168.4.137,192.168.4.140,58343,541,0,0x0014
Mar  8, 2024 07:49:15.463975000 EST,192.168.4.137,192.168.4.140,58343,8193,0,0x0014
Mar  8, 2024 07:49:15.463975000 EST,192.168.4.137,192.168.4.140,58343,9877,0,0x0014
Mar  8, 2024 07:49:15.463975000 EST,192.168.4.137,192.168.4.140,58343,4444,0,0x0014
Mar  8, 2024 07:49:15.463975000 EST,192.168.4.137,192.168.4.140,58343,5051,0,0x0014
Mar  8, 2024 07:49:15.464124000 EST,192.168.4.137,192.168.4.140,58343,1104,0,0x0014
Mar  8, 2024 07:49:15.464124000 EST,192.168.4.137,192.168.4.140,58343,1066,0,0x0014
Mar  8, 2024 07:49:15.464124000 EST,192.168.4.137,192.168.4.140,58343,25735,0,0x0014
Mar  8, 2024 07:49:15.464125000 EST,192.168.4.137,192.168.4.140,58343,2068,0,0x0014
Mar  8, 2024 07:49:15.464125000 EST,192.168.4.137,192.168.4.140,58343,1947,0,0x0014
Mar  8, 2024 07:49:15.465374000 EST,192.168.4.137,192.168.4.140,58343,888,0,0x0014
Mar  8, 2024 07:49:15.465374000 EST,192.168.4.137,192.168.4.140,58343,1600,0,0x0014
Mar  8, 2024 07:49:15.465374000 EST,192.168.4.137,192.168.4.140,58343,48080,0,0x0014
Mar  8, 2024 07:49:15.465375000 EST,192.168.4.137,192.168.4.140,58343,1163,0,0x0014
Mar  8, 2024 07:49:15.465375000 EST,192.168.4.137,192.168.4.140,58343,7,0,0x0014
Mar  8, 2024 07:49:15.465375000 EST,192.168.4.137,192.168.4.140,58343,52848,0,0x0014
Mar  8, 2024 07:49:15.465375000 EST,192.168.4.137,192.168.4.140,58343,13782,0,0x0014
Mar  8, 2024 07:49:15.465375000 EST,192.168.4.137,192.168.4.140,58343,340,0,0x0014
Mar  8, 2024 07:49:15.465518000 EST,192.168.4.137,192.168.4.140,58343,31038,0,0x0014
Mar  8, 2024 07:49:15.465518000 EST,192.168.4.137,192.168.4.140,58343,1334,0,0x0014
Mar  8, 2024 07:49:15.465518000 EST,192.168.4.137,192.168.4.140,58343,1328,0,0x0014
Mar  8, 2024 07:49:15.465518000 EST,192.168.4.137,192.168.4.140,58343,5822,0,0x0014
Mar  8, 2024 07:49:15.465519000 EST,192.168.4.137,192.168.4.140,58343,259,0,0x0014
Mar  8, 2024 07:49:15.465519000 EST,192.168.4.137,192.168.4.140,58343,366,0,0x0014
Mar  8, 2024 07:49:15.466962000 EST,192.168.4.137,192.168.4.140,58343,1461,0,0x0014
Mar  8, 2024 07:49:15.466962000 EST,192.168.4.137,192.168.4.140,58343,3878,0,0x0014
Mar  8, 2024 07:49:15.466962000 EST,192.168.4.137,192.168.4.140,58343,425,0,0x0014
Mar  8, 2024 07:49:15.466963000 EST,192.168.4.137,192.168.4.140,58343,10000,0,0x0014
Mar  8, 2024 07:49:15.466963000 EST,192.168.4.137,192.168.4.140,58343,1863,0,0x0014
Mar  8, 2024 07:49:15.466963000 EST,192.168.4.137,192.168.4.140,58343,8654,0,0x0014
Mar  8, 2024 07:49:15.466963000 EST,192.168.4.137,192.168.4.140,58343,2525,0,0x0014
Mar  8, 2024 07:49:15.466963000 EST,192.168.4.137,192.168.4.140,58343,1666,0,0x0014
Mar  8, 2024 07:49:15.467118000 EST,192.168.4.137,192.168.4.140,58343,3168,0,0x0014
Mar  8, 2024 07:49:15.467118000 EST,192.168.4.137,192.168.4.140,58343,2393,0,0x0014
Mar  8, 2024 07:49:15.467119000 EST,192.168.4.137,192.168.4.140,58343,5004,0,0x0014
Mar  8, 2024 07:49:15.467119000 EST,192.168.4.137,192.168.4.140,58343,27352,0,0x0014
Mar  8, 2024 07:49:15.467119000 EST,192.168.4.137,192.168.4.140,58343,1141,0,0x0014
Mar  8, 2024 07:49:15.467119000 EST,192.168.4.137,192.168.4.140,58343,1122,0,0x0014
Mar  8, 2024 07:49:15.467119000 EST,192.168.4.137,192.168.4.140,58343,992,0,0x0014
Mar  8, 2024 07:49:15.467501000 EST,192.168.4.137,192.168.4.140,58343,8600,0,0x0014
Mar  8, 2024 07:49:15.467501000 EST,192.168.4.137,192.168.4.140,58343,1021,0,0x0014
Mar  8, 2024 07:49:15.469049000 EST,192.168.4.137,192.168.4.140,58343,2049,5840,0x0012
Mar  8, 2024 07:49:15.469050000 EST,192.168.4.137,192.168.4.140,58343,64623,0,0x0014
Mar  8, 2024 07:49:15.469050000 EST,192.168.4.137,192.168.4.140,58343,1032,0,0x0014
Mar  8, 2024 07:49:15.469050000 EST,192.168.4.137,192.168.4.140,58343,783,0,0x0014
Mar  8, 2024 07:49:15.469050000 EST,192.168.4.137,192.168.4.140,58343,1124,0,0x0014
Mar  8, 2024 07:49:15.469050000 EST,192.168.4.137,192.168.4.140,58343,4343,0,0x0014
Mar  8, 2024 07:49:15.469151000 EST,192.168.4.140,192.168.4.137,2049,58343,0,0x0004
Mar  8, 2024 07:49:15.469322000 EST,192.168.4.140,192.168.4.137,49153,58343,1024,0x0002
Mar  8, 2024 07:49:15.469472000 EST,192.168.4.140,192.168.4.137,5003,58343,1024,0x0002
Mar  8, 2024 07:49:15.469550000 EST,192.168.4.140,192.168.4.137,49158,58343,1024,0x0002
Mar  8, 2024 07:49:15.470441000 EST,192.168.4.140,192.168.4.137,1433,58343,1024,0x0002
Mar  8, 2024 07:49:15.470546000 EST,192.168.4.140,192.168.4.137,9071,58343,1024,0x0002
Mar  8, 2024 07:49:15.470693000 EST,192.168.4.140,192.168.4.137,4998,58343,1024,0x0002
Mar  8, 2024 07:49:15.470908000 EST,192.168.4.140,192.168.4.137,1259,58343,1024,0x0002
Mar  8, 2024 07:49:15.471047000 EST,192.168.4.140,192.168.4.137,3918,58343,1024,0x0002
Mar  8, 2024 07:49:15.471121000 EST,192.168.4.140,192.168.4.137,1805,58343,1024,0x0002
Mar  8, 2024 07:49:15.471224000 EST,192.168.4.140,192.168.4.137,5054,58343,1024,0x0002
Mar  8, 2024 07:49:15.471299000 EST,192.168.4.140,192.168.4.137,2811,58343,1024,0x0002
Mar  8, 2024 07:49:15.471403000 EST,192.168.4.140,192.168.4.137,1126,58343,1024,0x0002
Mar  8, 2024 07:49:15.471479000 EST,192.168.4.140,192.168.4.137,10621,58343,1024,0x0002
Mar  8, 2024 07:49:15.471582000 EST,192.168.4.140,192.168.4.137,3030,58343,1024,0x0002
Mar  8, 2024 07:49:15.471658000 EST,192.168.4.140,192.168.4.137,6666,58343,1024,0x0002
Mar  8, 2024 07:49:15.471762000 EST,192.168.4.140,192.168.4.137,2041,58343,1024,0x0002
Mar  8, 2024 07:49:15.471837000 EST,192.168.4.140,192.168.4.137,33899,58343,1024,0x0002
Mar  8, 2024 07:49:15.471941000 EST,192.168.4.140,192.168.4.137,7402,58343,1024,0x0002
Mar  8, 2024 07:49:15.472016000 EST,192.168.4.140,192.168.4.137,2602,58343,1024,0x0002
Mar  8, 2024 07:49:15.472118000 EST,192.168.4.140,192.168.4.137,35500,58343,1024,0x0002
Mar  8, 2024 07:49:15.472199000 EST,192.168.4.140,192.168.4.137,7777,58343,1024,0x0002
Mar  8, 2024 07:49:15.472304000 EST,192.168.4.140,192.168.4.137,1037,58343,1024,0x0002
Mar  8, 2024 07:49:15.472379000 EST,192.168.4.140,192.168.4.137,9575,58343,1024,0x0002
Mar  8, 2024 07:49:15.472482000 EST,192.168.4.140,192.168.4.137,1024,58343,1024,0x0002
Mar  8, 2024 07:49:15.472557000 EST,192.168.4.140,192.168.4.137,88,58343,1024,0x0002
Mar  8, 2024 07:49:15.472661000 EST,192.168.4.140,192.168.4.137,1840,58343,1024,0x0002
Mar  8, 2024 07:49:15.472737000 EST,192.168.4.140,192.168.4.137,3828,58343,1024,0x0002
Mar  8, 2024 07:49:15.472839000 EST,192.168.4.140,192.168.4.137,3390,58343,1024,0x0002
Mar  8, 2024 07:49:15.472915000 EST,192.168.4.140,192.168.4.137,51493,58343,1024,0x0002
Mar  8, 2024 07:49:15.473020000 EST,192.168.4.140,192.168.4.137,7100,58343,1024,0x0002
Mar  8, 2024 07:49:15.473096000 EST,192.168.4.140,192.168.4.137,1002,58343,1024,0x0002
Mar  8, 2024 07:49:15.473200000 EST,192.168.4.140,192.168.4.137,1110,58343,1024,0x0002
Mar  8, 2024 07:49:15.473275000 EST,192.168.4.140,192.168.4.137,8291,58343,1024,0x0002
Mar  8, 2024 07:49:15.473405000 EST,192.168.4.140,192.168.4.137,765,58343,1024,0x0002
Mar  8, 2024 07:49:15.473480000 EST,192.168.4.140,192.168.4.137,3370,58343,1024,0x0002
Mar  8, 2024 07:49:15.473584000 EST,192.168.4.140,192.168.4.137,1001,58343,1024,0x0002
Mar  8, 2024 07:49:15.473692000 EST,192.168.4.140,192.168.4.137,3800,58343,1024,0x0002
Mar  8, 2024 07:49:15.473798000 EST,192.168.4.140,192.168.4.137,1839,58343,1024,0x0002
Mar  8, 2024 07:49:15.473874000 EST,192.168.4.140,192.168.4.137,49999,58343,1024,0x0002
Mar  8, 2024 07:49:15.473990000 EST,192.168.4.140,192.168.4.137,7512,58343,1024,0x0002
Mar  8, 2024 07:49:15.474063000 EST,192.168.4.140,192.168.4.137,9102,58343,1024,0x0002
Mar  8, 2024 07:49:15.474171000 EST,192.168.4.140,192.168.4.137,6839,58343,1024,0x0002
Mar  8, 2024 07:49:15.474247000 EST,192.168.4.140,192.168.4.137,19315,58343,1024,0x0002
Mar  8, 2024 07:49:15.474350000 EST,192.168.4.140,192.168.4.137,84,58343,1024,0x0002
Mar  8, 2024 07:49:15.474425000 EST,192.168.4.140,192.168.4.137,1217,58343,1024,0x0002
Mar  8, 2024 07:49:15.474528000 EST,192.168.4.140,192.168.4.137,6669,58343,1024,0x0002
Mar  8, 2024 07:49:15.474603000 EST,192.168.4.140,192.168.4.137,83,58343,1024,0x0002
Mar  8, 2024 07:49:15.474708000 EST,192.168.4.140,192.168.4.137,11111,58343,1024,0x0002
Mar  8, 2024 07:49:15.474784000 EST,192.168.4.140,192.168.4.137,512,58343,1024,0x0002
Mar  8, 2024 07:49:15.474888000 EST,192.168.4.140,192.168.4.137,6646,58343,1024,0x0002
Mar  8, 2024 07:49:15.475964000 EST,192.168.4.137,192.168.4.140,58343,49153,0,0x0014
Mar  8, 2024 07:49:15.475964000 EST,192.168.4.137,192.168.4.140,58343,5003,0,0x0014
Mar  8, 2024 07:49:15.475964000 EST,192.168.4.137,192.168.4.140,58343,49158,0,0x0014
Mar  8, 2024 07:49:15.475964000 EST,192.168.4.137,192.168.4.140,58343,1433,0,0x0014
Mar  8, 2024 07:49:15.475964000 EST,192.168.4.137,192.168.4.140,58343,9071,0,0x0014
Mar  8, 2024 07:49:15.475964000 EST,192.168.4.137,192.168.4.140,58343,4998,0,0x0014
Mar  8, 2024 07:49:15.475965000 EST,192.168.4.137,192.168.4.140,58343,1259,0,0x0014
Mar  8, 2024 07:49:15.475965000 EST,192.168.4.137,192.168.4.140,58343,3918,0,0x0014
Mar  8, 2024 07:49:15.476108000 EST,192.168.4.137,192.168.4.140,58343,1805,0,0x0014
Mar  8, 2024 07:49:15.476714000 EST,192.168.4.137,192.168.4.140,58343,5054,0,0x0014
Mar  8, 2024 07:49:15.476715000 EST,192.168.4.137,192.168.4.140,58343,2811,0,0x0014
Mar  8, 2024 07:49:15.476715000 EST,192.168.4.137,192.168.4.140,58343,1126,0,0x0014
Mar  8, 2024 07:49:15.476715000 EST,192.168.4.137,192.168.4.140,58343,10621,0,0x0014
Mar  8, 2024 07:49:15.477964000 EST,192.168.4.137,192.168.4.140,58343,3030,0,0x0014
Mar  8, 2024 07:49:15.477964000 EST,192.168.4.137,192.168.4.140,58343,6666,0,0x0014
